Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,списание средств,4077.14,наличный,Брест,Беларусбанк-SUTL-793,02-02-2022,18:55:22,недостаточно средств,нет,0.0
физ. лицо,списание средств,1427.15,безналичный,Могилев,Приорбанк-EPNZ-918,24-04-2012,13:49:00,недостаточно средств,нет,0.0
юр. лицо,списание средств,4356.71,безналичный,Минск,МаксБанк-QSRG-136,06-10-2015,06:59:17,недостаточно средств,да,106.95
физ. лицо,списание средств,4260.65,безналичный,Витебск,БелАгропромбанк-PPCW-212,25-10-2006,18:21:13,недостаточно средств,да,216.48
физ. лицо,списание средств,882.49,безналичный,Минск,Белинвестбанк-ABLX-532,27-03-2020,04:48:24,недостаточно средств,да,33.84
юр. лицо,списание средств,4676.86,безналичный,Минск,Белинвестбанк-DJNQ-023,29-07-2004,17:12:56,недостаточно средств,да,55.07
физ. лицо,списание средств,4791.86,безналичный,Гродно,Белинвестбанк-GQOX-792,19-05-2012,12:11:30,недостаточно средств,нет,0.0
физ. лицо,списание средств,1037.71,безналичный,Витебск,Белинвестбанк-PXCB-403,22-07-2016,16:14:59,недостаточно средств,да,102.19
физ. лицо,списание средств,2860.73,наличный,Гродно,Приорбанк-IETM-508,13-10-2006,13:53:29,недостаточно средств,да,234.04
физ. лицо,списание средств,1244.77,наличный,Могилев,Приорбанк-TIOG-178,03-10-2006,00:24:50,недостаточно средств,нет,0.0
физ. лицо,списание средств,3282.61,безналичный,Брест,Белинвестбанк-DWPR-635,10-10-2008,10:13:15,недостаточно средств,нет,0.0
физ. лицо,списание средств,3000.32,безналичный,Витебск,Беларусбанк-EVYF-828,04-06-2008,15:02:24,недостаточно средств,да,220.59
юр. лицо,списание средств,4741.38,наличный,Брест,Белинвестбанк-KLUU-295,05-01-2008,04:51:40,недостаточно средств,да,113.06
физ. лицо,списание средств,483.64,безналичный,Гродно,Белинвестбанк-AMDV-585,26-03-2013,16:14:31,недостаточно средств,да,46.62
юр. лицо,списание средств,575.83,наличный,Брест,Белинвестбанк-QPCT-923,16-07-2006,13:15:45,недостаточно средств,да,37.49
юр. лицо,списание средств,69.39,безналичный,Могилев,Белинвестбанк-DSAU-673,12-06-2015,11:42:33,недостаточно средств,нет,0.0
физ. лицо,списание средств,1728.84,наличный,Гомель,Приорбанк-JZLQ-564,21-09-2024,21:53:19,недостаточно средств,нет,0.0
физ. лицо,списание средств,2571.99,наличный,Могилев,Беларусбанк-TYVL-366,26-05-2011,09:00:31,недостаточно средств,нет,0.0
физ. лицо,списание средств,4297.97,безналичный,Минск,МаксБанк-CHWG-345,08-08-2020,22:18:29,недостаточно средств,нет,0.0
юр. лицо,списание средств,3110.85,безналичный,Гомель,Приорбанк-SSJU-338,12-06-2004,02:01:25,недостаточно средств,да,136.51
юр. лицо,списание средств,912.09,безналичный,Гродно,МаксБанк-RAQU-599,16-09-2019,03:26:56,недостаточно средств,да,87.38
физ. лицо,списание средств,2865.59,безналичный,Витебск,Приорбанк-FNKL-881,27-09-2023,22:14:49,недостаточно средств,нет,0.0
юр. лицо,списание средств,3179.07,безналичный,Брест,Беларусбанк-JCZC-019,03-09-2001,09:47:50,недостаточно средств,да,122.96
физ. лицо,списание средств,2927.54,безналичный,Гродно,БелАгропромбанк-MRAK-727,05-12-2010,04:47:42,недостаточно средств,да,272.47
юр. лицо,списание средств,2273.54,безналичный,Витебск,Приорбанк-AXEX-431,23-09-2014,22:42:36,недостаточно средств,нет,0.0
физ. лицо,списание средств,138.48,наличный,Витебск,Беларусбанк-JECN-155,02-11-2023,06:17:25,недостаточно средств,нет,0.0
физ. лицо,списание средств,333.54,безналичный,Могилев,МаксБанк-XMDB-417,13-05-2000,11:54:03,недостаточно средств,нет,0.0
физ. лицо,списание средств,2958.16,наличный,Брест,Беларусбанк-VPNH-094,18-04-2011,15:24:44,недостаточно средств,да,153.67
физ. лицо,списание средств,3704.78,безналичный,Гомель,Беларусбанк-LKNL-946,11-03-2005,01:13:01,недостаточно средств,нет,0.0
физ. лицо,списание средств,4020.56,наличный,Гомель,МаксБанк-LXXK-406,12-07-2015,13:14:28,недостаточно средств,нет,0.0
юр. лицо,списание средств,1575.16,наличный,Витебск,Беларусбанк-VCJG-908,09-03-2021,16:48:46,недостаточно средств,нет,0.0
юр. лицо,списание средств,769.88,наличный,Минск,Приорбанк-DKOR-240,26-05-2014,22:05:25,недостаточно средств,да,11.19
физ. лицо,списание средств,4529.2,наличный,Гродно,БелАгропромбанк-YEOR-063,16-02-2000,18:17:01,недостаточно средств,да,349.24
юр. лицо,списание средств,1940.9,безналичный,Витебск,Приорбанк-SQHX-370,20-09-2022,12:35:05,недостаточно средств,нет,0.0
физ. лицо,списание средств,4589.94,наличный,Гомель,МаксБанк-YRAP-925,01-11-2024,00:03:21,недостаточно средств,да,400.74
юр. лицо,списание средств,3934.59,наличный,Гродно,МаксБанк-YYOX-372,29-06-2007,14:43:30,недостаточно средств,нет,0.0
юр. лицо,списание средств,1589.31,безналичный,Брест,МаксБанк-HKKP-667,10-09-2014,02:59:50,недостаточно средств,да,143.15
юр. лицо,списание средств,3363.93,безналичный,Могилев,Белинвестбанк-VPIS-119,22-05-2022,12:04:43,недостаточно средств,нет,0.0
юр. лицо,списание средств,993.9,безналичный,Витебск,МаксБанк-KPIR-003,11-06-2004,19:10:40,недостаточно средств,нет,0.0
юр. лицо,списание средств,3502.06,безналичный,Минск,Белинвестбанк-YOET-638,13-08-2016,19:52:01,недостаточно средств,да,132.38
физ. лицо,списание средств,4284.64,наличный,Витебск,БелАгропромбанк-XSYK-304,04-12-2016,21:58:48,недостаточно средств,да,109.01
юр. лицо,списание средств,2611.63,безналичный,Минск,БелАгропромбанк-PXUO-019,13-05-2008,05:35:10,недостаточно средств,да,161.08
юр. лицо,списание средств,3065.45,наличный,Могилев,МаксБанк-UYDK-049,22-09-2014,16:04:10,недостаточно средств,да,170.71
юр. лицо,списание средств,3426.68,наличный,Брест,Беларусбанк-AXUT-194,29-04-2012,10:04:27,недостаточно средств,да,88.96
юр. лицо,списание средств,3787.89,наличный,Гродно,БелАгропромбанк-FEHM-266,09-10-2004,13:53:37,недостаточно средств,да,50.17
юр. лицо,списание средств,2385.38,наличный,Гомель,Белинвестбанк-TKLP-755,23-07-2003,19:46:06,недостаточно средств,нет,0.0
юр. лицо,списание средств,2849.58,безналичный,Брест,Приорбанк-GHZL-693,03-04-2019,00:11:53,недостаточно средств,нет,0.0
юр. лицо,списание средств,2100.5,наличный,Брест,Белинвестбанк-DPCF-879,14-09-2015,09:28:44,недостаточно средств,нет,0.0
физ. лицо,списание средств,2299.52,безналичный,Витебск,Белинвестбанк-MPSH-806,30-07-2019,14:21:03,недостаточно средств,да,104.85
физ. лицо,списание средств,3947.21,безналичный,Могилев,Беларусбанк-WNWF-990,21-12-2023,00:03:48,недостаточно средств,нет,0.0
юр. лицо,списание средств,1583.62,безналичный,Гродно,Белинвестбанк-ZEHR-934,26-07-2009,00:50:45,недостаточно средств,нет,0.0
юр. лицо,списание средств,2264.17,безналичный,Гродно,Приорбанк-VVNA-715,28-08-2020,10:50:06,недостаточно средств,нет,0.0
физ. лицо,списание средств,3036.08,наличный,Брест,БелАгропромбанк-QFWJ-066,25-01-2015,12:04:13,недостаточно средств,да,64.4
юр. лицо,списание средств,2423.8,наличный,Витебск,Приорбанк-MRFG-092,01-01-2024,16:09:27,недостаточно средств,нет,0.0
юр. лицо,списание средств,1506.06,наличный,Минск,Беларусбанк-RHKA-307,05-09-2019,03:09:40,недостаточно средств,да,138.95
физ. лицо,списание средств,2853.41,наличный,Могилев,Приорбанк-DBXT-836,13-03-2018,07:08:52,недостаточно средств,да,195.66
юр. лицо,списание средств,2898.53,наличный,Гродно,Приорбанк-QZWH-277,28-09-2014,08:36:57,недостаточно средств,нет,0.0
физ. лицо,списание средств,1819.69,наличный,Брест,Приорбанк-UEMH-293,24-01-2006,05:57:42,недостаточно средств,нет,0.0
физ. лицо,списание средств,2461.8,наличный,Гомель,Беларусбанк-TGHT-481,19-04-2008,14:23:01,недостаточно средств,да,201.42
физ. лицо,списание средств,1528.06,безналичный,Могилев,Приорбанк-XOKH-044,04-05-2011,20:56:52,недостаточно средств,нет,0.0
юр. лицо,списание средств,1364.69,наличный,Брест,Беларусбанк-SOZT-709,25-10-2014,10:17:24,недостаточно средств,да,64.61
юр. лицо,списание средств,3712.06,безналичный,Могилев,МаксБанк-ICXP-603,10-01-2019,13:04:33,недостаточно средств,нет,0.0
физ. лицо,списание средств,99.82,наличный,Витебск,Приорбанк-YPXG-382,29-07-2003,09:56:27,недостаточно средств,нет,0.0
физ. лицо,списание средств,3482.85,наличный,Брест,БелАгропромбанк-PZZL-669,09-08-2024,01:28:00,недостаточно средств,нет,0.0
юр. лицо,списание средств,2658.97,безналичный,Минск,БелАгропромбанк-VUJM-104,13-10-2006,13:16:05,недостаточно средств,нет,0.0
физ. лицо,списание средств,2067.34,безналичный,Гомель,Белинвестбанк-HGHA-119,12-04-2021,07:03:29,недостаточно средств,нет,0.0
юр. лицо,списание средств,1291.5,наличный,Гомель,Белинвестбанк-FLPV-545,13-04-2015,06:40:32,недостаточно средств,нет,0.0
юр. лицо,списание средств,3038.76,безналичный,Могилев,Беларусбанк-QXRT-094,14-11-2012,19:28:02,недостаточно средств,нет,0.0
юр. лицо,списание средств,1700.67,наличный,Гродно,Приорбанк-KRIL-942,19-08-2005,13:38:04,недостаточно средств,да,27.31
физ. лицо,списание средств,3778.98,наличный,Могилев,Приорбанк-ISSC-734,18-08-2009,11:26:13,недостаточно средств,да,336.99
юр. лицо,списание средств,2169.7,наличный,Гомель,БелАгропромбанк-IJMU-284,18-05-2023,22:27:17,недостаточно средств,да,212.87
юр. лицо,списание средств,1227.97,наличный,Гомель,БелАгропромбанк-HYXU-870,12-03-2021,07:54:05,недостаточно средств,да,105.43
юр. лицо,списание средств,4285.52,безналичный,Могилев,Белинвестбанк-VGWK-433,08-12-2003,00:52:21,недостаточно средств,да,156.57
юр. лицо,списание средств,1498.79,наличный,Могилев,Беларусбанк-SRNE-029,22-07-2003,22:50:04,недостаточно средств,да,50.39
юр. лицо,списание средств,3061.58,наличный,Гродно,Беларусбанк-CJJU-016,03-04-2013,05:30:13,недостаточно средств,да,221.72
юр. лицо,списание средств,1014.31,наличный,Витебск,БелАгропромбанк-VGGX-460,14-11-2009,21:44:58,недостаточно средств,да,86.9
юр. лицо,списание средств,4204.18,безналичный,Витебск,БелАгропромбанк-DETC-986,13-09-2015,19:08:50,недостаточно средств,да,373.53
физ. лицо,списание средств,1458.2,безналичный,Брест,Приорбанк-NUCN-506,03-08-2023,11:01:03,недостаточно средств,да,50.78
физ. лицо,списание средств,150.64,наличный,Брест,Белинвестбанк-QVPG-199,26-01-2019,19:53:37,недостаточно средств,да,7.49
физ. лицо,списание средств,4840.82,наличный,Могилев,МаксБанк-FYVJ-658,12-02-2017,09:36:38,недостаточно средств,нет,0.0
юр. лицо,списание средств,390.37,наличный,Гродно,Беларусбанк-ACAK-056,11-04-2022,10:17:07,недостаточно средств,нет,0.0
юр. лицо,списание средств,1592.0,наличный,Гомель,Беларусбанк-NYFX-092,15-11-2005,10:23:43,недостаточно средств,да,61.93
физ. лицо,списание средств,3705.15,наличный,Гродно,Беларусбанк-CQIX-695,03-06-2008,04:42:33,недостаточно средств,нет,0.0
физ. лицо,списание средств,1109.12,наличный,Минск,Приорбанк-JBEA-551,15-09-2013,04:30:30,недостаточно средств,да,85.4
физ. лицо,списание средств,299.3,наличный,Гродно,БелАгропромбанк-DIXW-569,19-06-2018,11:15:25,недостаточно средств,да,24.4
физ. лицо,списание средств,4627.75,безналичный,Могилев,Беларусбанк-HCSU-764,12-12-2010,12:11:52,недостаточно средств,нет,0.0
юр. лицо,списание средств,4829.92,наличный,Витебск,БелАгропромбанк-GXCL-859,05-03-2008,23:39:32,недостаточно средств,нет,0.0
физ. лицо,списание средств,4276.47,наличный,Брест,Беларусбанк-IGUW-362,09-07-2005,21:34:13,недостаточно средств,нет,0.0
юр. лицо,списание средств,4499.36,безналичный,Минск,Приорбанк-MPJO-641,10-01-2014,01:10:41,недостаточно средств,да,388.72
физ. лицо,списание средств,143.86,безналичный,Минск,БелАгропромбанк-DOOI-966,14-04-2001,18:42:45,недостаточно средств,нет,0.0
физ. лицо,списание средств,3372.17,безналичный,Брест,Белинвестбанк-XNOI-536,16-11-2007,00:41:09,недостаточно средств,да,121.99
физ. лицо,списание средств,2701.8,наличный,Минск,Белинвестбанк-CIOB-810,18-07-2000,23:26:29,недостаточно средств,да,246.88
юр. лицо,списание средств,4618.31,безналичный,Гомель,Белинвестбанк-CQPL-053,28-02-2012,20:59:31,недостаточно средств,нет,0.0
юр. лицо,списание средств,336.6,безналичный,Брест,МаксБанк-XEVV-100,05-12-2003,20:43:38,недостаточно средств,да,9.19
физ. лицо,списание средств,4756.27,безналичный,Минск,БелАгропромбанк-KATP-965,01-03-2017,08:53:00,недостаточно средств,нет,0.0
юр. лицо,списание средств,1688.48,наличный,Гомель,Белинвестбанк-EWBA-203,09-07-2014,02:32:17,недостаточно средств,нет,0.0
юр. лицо,списание средств,3527.18,безналичный,Брест,Белинвестбанк-GBWR-542,09-03-2010,18:08:27,недостаточно средств,да,180.55
физ. лицо,списание средств,4236.25,безналичный,Витебск,Приорбанк-WJAS-165,04-01-2021,03:51:24,недостаточно средств,нет,0.0
юр. лицо,списание средств,1367.31,наличный,Брест,Беларусбанк-VLXF-951,05-11-2009,14:54:55,недостаточно средств,нет,0.0
физ. лицо,списание средств,1503.02,наличный,Минск,Беларусбанк-RXOQ-105,27-07-2000,20:57:30,недостаточно средств,да,36.75
юр. лицо,списание средств,2001.01,наличный,Минск,МаксБанк-HAUZ-178,12-11-2007,06:58:47,недостаточно средств,нет,0.0
физ. лицо,списание средств,1547.29,наличный,Могилев,Беларусбанк-FKZN-709,04-10-2012,04:24:17,недостаточно средств,нет,0.0
физ. лицо,списание средств,1843.91,наличный,Брест,Белинвестбанк-RWKL-082,25-03-2022,03:45:57,недостаточно средств,нет,0.0
физ. лицо,списание средств,4700.13,безналичный,Гомель,Белинвестбанк-WJVY-001,25-06-2018,07:23:52,недостаточно средств,нет,0.0
физ. лицо,списание средств,1764.09,безналичный,Минск,Беларусбанк-WZTI-408,13-08-2022,05:35:11,недостаточно средств,да,37.88
физ. лицо,списание средств,2673.29,наличный,Гомель,Беларусбанк-OGHH-687,28-04-2012,10:16:57,недостаточно средств,нет,0.0
физ. лицо,списание средств,685.93,безналичный,Могилев,МаксБанк-ZFIL-780,11-12-2000,03:17:30,недостаточно средств,нет,0.0
юр. лицо,списание средств,3055.44,безналичный,Гродно,БелАгропромбанк-KQYC-860,29-04-2011,06:33:40,недостаточно средств,да,113.38
юр. лицо,списание средств,737.64,наличный,Гродно,Приорбанк-ZYLC-824,18-11-2004,12:02:02,недостаточно средств,нет,0.0
юр. лицо,списание средств,2420.83,наличный,Могилев,Белинвестбанк-AZSY-597,17-01-2010,15:24:40,недостаточно средств,нет,0.0
физ. лицо,списание средств,2793.98,безналичный,Брест,БелАгропромбанк-FBDB-352,03-09-2011,18:40:27,недостаточно средств,нет,0.0
юр. лицо,списание средств,3656.76,наличный,Минск,Беларусбанк-XUIX-506,27-05-2017,08:57:57,недостаточно средств,да,132.64
юр. лицо,списание средств,4653.34,наличный,Брест,МаксБанк-MVIL-204,15-08-2011,22:59:15,недостаточно средств,да,376.54
физ. лицо,списание средств,2348.42,безналичный,Брест,Беларусбанк-XNIO-356,01-01-2016,23:43:49,недостаточно средств,нет,0.0
юр. лицо,списание средств,3962.93,безналичный,Брест,Приорбанк-TLMC-953,29-05-2002,08:45:47,недостаточно средств,да,311.37
физ. лицо,списание средств,2241.43,наличный,Гомель,БелАгропромбанк-PMLW-492,09-05-2005,16:56:09,недостаточно средств,да,33.46
юр. лицо,списание средств,4132.82,безналичный,Гродно,Беларусбанк-TSIO-878,02-05-2004,05:51:56,недостаточно средств,нет,0.0
юр. лицо,списание средств,1048.0,наличный,Гомель,МаксБанк-UEDZ-823,10-04-2005,20:35:42,недостаточно средств,да,75.6
юр. лицо,списание средств,2101.35,наличный,Гомель,БелАгропромбанк-QSBH-859,05-06-2000,21:46:03,недостаточно средств,да,47.91
юр. лицо,списание средств,1203.61,наличный,Минск,Белинвестбанк-SSQR-406,26-03-2000,04:40:17,недостаточно средств,нет,0.0
физ. лицо,списание средств,3506.88,безналичный,Могилев,Приорбанк-QKSE-998,08-11-2024,12:44:04,недостаточно средств,да,331.12
юр. лицо,списание средств,4088.52,безналичный,Минск,МаксБанк-GXIZ-510,16-08-2021,18:04:47,недостаточно средств,да,117.35
физ. лицо,списание средств,1724.02,наличный,Гродно,Белинвестбанк-RQDQ-522,10-03-2008,19:25:56,недостаточно средств,нет,0.0
юр. лицо,списание средств,3968.45,безналичный,Гродно,Белинвестбанк-ADWQ-702,07-03-2011,06:12:22,недостаточно средств,нет,0.0
юр. лицо,списание средств,3056.06,наличный,Минск,Белинвестбанк-YJGQ-499,23-02-2003,01:50:03,недостаточно средств,нет,0.0
физ. лицо,списание средств,2286.73,наличный,Брест,БелАгропромбанк-NWKY-749,02-07-2014,18:27:58,недостаточно средств,да,183.0
юр. лицо,списание средств,344.59,безналичный,Минск,БелАгропромбанк-BOGG-134,18-09-2015,09:47:53,недостаточно средств,да,20.91
юр. лицо,списание средств,4963.49,наличный,Брест,МаксБанк-ZGIZ-059,03-08-2013,23:38:29,недостаточно средств,нет,0.0
физ. лицо,списание средств,3813.53,безналичный,Брест,Беларусбанк-SJAQ-537,19-03-2007,14:34:05,недостаточно средств,нет,0.0
физ. лицо,списание средств,2138.29,наличный,Могилев,БелАгропромбанк-QAGD-937,17-03-2010,17:08:27,недостаточно средств,да,136.01
физ. лицо,списание средств,3509.97,наличный,Минск,Приорбанк-AQHN-530,17-01-2012,08:41:40,недостаточно средств,да,191.95
юр. лицо,списание средств,982.62,наличный,Витебск,Приорбанк-ELOI-546,13-03-2004,06:30:50,недостаточно средств,нет,0.0
юр. лицо,списание средств,187.08,наличный,Могилев,Приорбанк-XQFM-449,04-03-2019,02:36:16,недостаточно средств,нет,0.0
юр. лицо,списание средств,3378.05,наличный,Минск,Приорбанк-BOZB-038,12-05-2017,23:51:10,недостаточно средств,нет,0.0
физ. лицо,списание средств,2673.22,наличный,Могилев,МаксБанк-OHBN-088,18-02-2006,18:56:52,недостаточно средств,нет,0.0
физ. лицо,списание средств,895.2,безналичный,Гомель,Беларусбанк-IEVM-997,08-10-2004,04:29:18,недостаточно средств,нет,0.0
физ. лицо,списание средств,2284.45,безналичный,Гродно,МаксБанк-WDTL-176,28-07-2012,23:26:55,недостаточно средств,нет,0.0
физ. лицо,списание средств,2799.22,наличный,Гомель,Белинвестбанк-VGSG-769,31-12-2000,16:04:38,недостаточно средств,да,270.74
физ. лицо,списание средств,23.45,наличный,Витебск,Белинвестбанк-POMS-610,06-12-2018,16:23:27,недостаточно средств,нет,0.0
физ. лицо,списание средств,4233.24,безналичный,Витебск,МаксБанк-CTCB-821,01-06-2006,10:59:57,недостаточно средств,нет,0.0
юр. лицо,списание средств,4315.96,безналичный,Гомель,Белинвестбанк-MFKU-814,26-05-2000,11:33:21,недостаточно средств,нет,0.0
физ. лицо,списание средств,3210.41,безналичный,Витебск,Белинвестбанк-FKWU-415,16-07-2015,19:56:51,недостаточно средств,да,145.02
физ. лицо,списание средств,128.81,наличный,Брест,Приорбанк-BBWA-520,05-04-2009,12:07:30,недостаточно средств,нет,0.0
юр. лицо,списание средств,2284.94,безналичный,Минск,МаксБанк-FDPA-460,08-11-2011,02:59:30,недостаточно средств,да,55.35
юр. лицо,списание средств,2068.49,безналичный,Минск,МаксБанк-DHOF-410,27-10-2017,20:44:48,недостаточно средств,нет,0.0
физ. лицо,списание средств,3555.28,наличный,Витебск,БелАгропромбанк-MFFE-732,28-02-2011,03:59:04,недостаточно средств,нет,0.0
юр. лицо,списание средств,3452.38,наличный,Витебск,Белинвестбанк-RWZY-011,24-03-2017,00:14:15,недостаточно средств,нет,0.0
физ. лицо,списание средств,492.81,безналичный,Могилев,Приорбанк-OEDQ-944,09-10-2023,03:42:17,недостаточно средств,да,30.42
физ. лицо,списание средств,2921.51,наличный,Брест,Белинвестбанк-JOEJ-573,24-05-2007,07:05:37,недостаточно средств,да,278.27
юр. лицо,списание средств,3807.29,безналичный,Могилев,БелАгропромбанк-XCBT-953,13-12-2004,13:48:41,недостаточно средств,нет,0.0
юр. лицо,списание средств,78.68,наличный,Могилев,Белинвестбанк-LWUZ-327,23-06-2011,09:52:38,недостаточно средств,нет,0.0
физ. лицо,списание средств,867.53,безналичный,Гомель,БелАгропромбанк-AGRN-831,11-09-2003,22:46:51,недостаточно средств,да,71.49
юр. лицо,списание средств,3535.19,безналичный,Минск,БелАгропромбанк-FEIE-828,13-02-2024,02:52:47,недостаточно средств,нет,0.0
юр. лицо,списание средств,2444.54,наличный,Могилев,Белинвестбанк-RFWW-519,04-08-2000,02:46:34,недостаточно средств,да,80.51
юр. лицо,списание средств,2710.93,наличный,Витебск,Беларусбанк-JUFN-982,17-09-2024,11:47:11,недостаточно средств,да,94.97
юр. лицо,списание средств,1764.75,безналичный,Брест,Приорбанк-QLWP-677,29-01-2005,20:25:01,недостаточно средств,нет,0.0
юр. лицо,списание средств,2586.98,безналичный,Брест,Белинвестбанк-PJAC-248,26-04-2000,05:47:29,недостаточно средств,да,241.07
физ. лицо,списание средств,4204.95,наличный,Гродно,Приорбанк-KMKW-451,19-03-2020,17:36:11,недостаточно средств,да,206.16
физ. лицо,списание средств,2826.57,безналичный,Гродно,Беларусбанк-JLXI-313,30-01-2022,23:54:02,недостаточно средств,да,72.68
юр. лицо,списание средств,3950.49,наличный,Брест,БелАгропромбанк-UEIE-668,19-03-2007,19:31:11,недостаточно средств,нет,0.0
юр. лицо,списание средств,4156.77,безналичный,Брест,Белинвестбанк-XLZR-619,31-07-2005,21:02:18,недостаточно средств,да,164.58
физ. лицо,списание средств,63.11,безналичный,Гродно,МаксБанк-WQNO-116,28-01-2002,11:42:06,недостаточно средств,нет,0.0
физ. лицо,списание средств,2000.59,наличный,Витебск,МаксБанк-GCDK-362,03-03-2005,08:05:07,недостаточно средств,нет,0.0
физ. лицо,списание средств,2661.65,наличный,Минск,БелАгропромбанк-MLVL-668,16-10-2018,01:14:31,недостаточно средств,нет,0.0
физ. лицо,списание средств,1617.63,наличный,Гродно,Беларусбанк-IFZJ-286,30-11-2005,06:50:05,недостаточно средств,нет,0.0
физ. лицо,списание средств,3351.43,безналичный,Брест,БелАгропромбанк-KKNJ-599,12-03-2013,13:29:07,недостаточно средств,нет,0.0
физ. лицо,списание средств,1110.63,наличный,Гомель,Белинвестбанк-PYGX-844,02-08-2003,16:09:51,недостаточно средств,да,61.47
юр. лицо,списание средств,3519.03,безналичный,Гомель,Приорбанк-UWOJ-035,07-08-2008,07:06:09,недостаточно средств,нет,0.0
юр. лицо,списание средств,2968.2,безналичный,Брест,БелАгропромбанк-KJPT-567,19-08-2014,11:41:36,недостаточно средств,нет,0.0
юр. лицо,списание средств,4890.98,наличный,Брест,Белинвестбанк-CAGD-836,17-09-2023,20:44:39,недостаточно средств,нет,0.0
физ. лицо,списание средств,2994.22,наличный,Минск,Приорбанк-QWJD-852,16-03-2007,02:14:15,недостаточно средств,да,214.38
юр. лицо,списание средств,1397.26,безналичный,Витебск,БелАгропромбанк-HNDG-100,22-05-2006,08:57:21,недостаточно средств,да,122.39
юр. лицо,списание средств,48.59,безналичный,Минск,Приорбанк-WRMV-950,17-03-2003,01:45:09,недостаточно средств,да,1.74
юр. лицо,списание средств,2316.24,наличный,Витебск,Беларусбанк-MJRY-951,21-02-2018,08:45:19,недостаточно средств,да,229.79
юр. лицо,списание средств,1718.06,наличный,Гродно,МаксБанк-TWHP-452,18-09-2004,19:00:42,недостаточно средств,нет,0.0
физ. лицо,списание средств,1970.74,безналичный,Гомель,МаксБанк-FLQT-961,07-05-2023,00:54:49,недостаточно средств,нет,0.0
юр. лицо,списание средств,1473.75,наличный,Могилев,Приорбанк-ZJNL-355,21-02-2010,07:11:59,недостаточно средств,да,84.46
физ. лицо,списание средств,3885.35,наличный,Минск,БелАгропромбанк-KVVJ-131,21-04-2019,14:47:25,недостаточно средств,да,375.13
физ. лицо,списание средств,621.78,безналичный,Гомель,Белинвестбанк-ZFSU-581,11-06-2009,18:58:01,недостаточно средств,да,6.57
юр. лицо,списание средств,2997.06,наличный,Гомель,БелАгропромбанк-QDCQ-056,26-07-2017,04:58:08,недостаточно средств,да,283.5
юр. лицо,списание средств,4461.26,безналичный,Витебск,МаксБанк-MIOE-099,18-04-2004,01:45:11,недостаточно средств,нет,0.0
юр. лицо,списание средств,4668.03,наличный,Брест,БелАгропромбанк-MNZX-552,11-04-2003,17:07:32,недостаточно средств,нет,0.0
физ. лицо,списание средств,4375.21,наличный,Брест,МаксБанк-LLQT-252,20-03-2017,01:16:32,недостаточно средств,да,58.46
физ. лицо,списание средств,881.52,наличный,Гродно,МаксБанк-VRSO-026,24-08-2001,16:16:41,недостаточно средств,нет,0.0
юр. лицо,списание средств,3234.85,наличный,Минск,МаксБанк-HRJK-574,07-05-2015,07:03:32,недостаточно средств,да,202.64
юр. лицо,списание средств,1999.12,безналичный,Брест,Беларусбанк-YOPS-097,01-04-2019,08:59:16,недостаточно средств,нет,0.0
юр. лицо,списание средств,534.53,наличный,Могилев,Беларусбанк-SZZW-093,24-07-2013,14:26:02,недостаточно средств,да,30.99
юр. лицо,списание средств,839.34,безналичный,Гродно,БелАгропромбанк-XESY-977,22-06-2011,10:26:39,недостаточно средств,нет,0.0
юр. лицо,списание средств,2814.71,наличный,Могилев,Беларусбанк-ZQUG-364,20-05-2022,07:21:52,недостаточно средств,да,225.15
юр. лицо,списание средств,3269.83,наличный,Гродно,БелАгропромбанк-VFNX-586,24-01-2001,22:21:54,недостаточно средств,нет,0.0
физ. лицо,списание средств,4925.08,безналичный,Брест,БелАгропромбанк-YMZW-031,07-04-2021,18:25:00,недостаточно средств,нет,0.0
физ. лицо,списание средств,4897.73,безналичный,Минск,МаксБанк-SYTU-084,29-08-2016,00:32:19,недостаточно средств,да,80.88
физ. лицо,списание средств,2152.11,наличный,Витебск,БелАгропромбанк-VJYL-202,10-10-2016,18:54:32,недостаточно средств,да,144.48
физ. лицо,списание средств,4631.14,безналичный,Могилев,Приорбанк-XNWZ-171,21-11-2015,01:03:14,недостаточно средств,нет,0.0
юр. лицо,списание средств,1540.77,наличный,Гродно,Белинвестбанк-ACNY-230,26-01-2009,04:33:48,недостаточно средств,нет,0.0
юр. лицо,списание средств,2827.02,безналичный,Витебск,БелАгропромбанк-XTNU-730,20-08-2020,00:32:19,недостаточно средств,да,104.48
физ. лицо,списание средств,3425.84,безналичный,Брест,БелАгропромбанк-WNYF-724,11-08-2005,02:27:51,недостаточно средств,да,265.96
физ. лицо,списание средств,1628.33,безналичный,Гродно,Белинвестбанк-HSFF-239,25-04-2011,23:50:39,недостаточно средств,да,92.37
физ. лицо,списание средств,4000.75,наличный,Могилев,БелАгропромбанк-LUKI-193,01-03-2024,22:45:33,недостаточно средств,нет,0.0
юр. лицо,списание средств,558.31,наличный,Минск,БелАгропромбанк-TEVG-540,27-09-2008,10:39:13,недостаточно средств,да,30.25
юр. лицо,списание средств,1375.53,наличный,Гродно,Беларусбанк-YLKN-494,04-07-2002,02:36:49,недостаточно средств,да,27.74
юр. лицо,списание средств,1083.91,наличный,Витебск,БелАгропромбанк-QGUC-178,05-05-2009,18:52:55,недостаточно средств,нет,0.0
