Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
юр. лицо,списание средств,4066.42,безналичный,Брест,МаксБанк-IVZY-037,03-06-2009,14:29:51,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,351.25,наличный,Могилев,Приорбанк-SIXV-358,10-03-2024,05:27:44,неправильный ввод пин-кода,да,9.19
юр. лицо,списание средств,3307.37,безналичный,Гродно,Белинвестбанк-FYRJ-692,16-03-2023,14:11:50,неправильный ввод пин-кода,да,244.5
юр. лицо,списание средств,603.59,безналичный,Гродно,Приорбанк-WSXJ-311,13-07-2005,00:31:12,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4653.74,наличный,Могилев,Беларусбанк-PGBZ-404,15-10-2014,15:09:11,неправильный ввод пин-кода,да,428.05
физ. лицо,списание средств,1738.03,безналичный,Минск,Беларусбанк-ZUAZ-014,15-10-2012,23:00:16,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2323.54,наличный,Гомель,БелАгропромбанк-LDDN-727,26-01-2022,07:22:04,неправильный ввод пин-кода,да,23.43
физ. лицо,списание средств,1504.22,безналичный,Гомель,Беларусбанк-FLZG-831,24-10-2000,00:25:57,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3834.56,наличный,Гомель,Приорбанк-ECAE-200,06-03-2015,11:14:42,неправильный ввод пин-кода,да,58.83
юр. лицо,списание средств,2692.96,наличный,Витебск,Белинвестбанк-PBMY-883,15-02-2012,12:33:17,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3286.28,наличный,Минск,МаксБанк-VVTY-814,21-09-2017,08:43:59,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3333.64,безналичный,Гомель,Беларусбанк-WOTH-358,29-05-2017,05:27:41,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,81.3,безналичный,Гродно,МаксБанк-RQWC-140,22-08-2003,05:00:22,неправильный ввод пин-кода,да,4.1
физ. лицо,списание средств,1458.4,наличный,Витебск,Приорбанк-GUSQ-465,01-03-2012,00:21:00,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4593.11,безналичный,Гомель,Белинвестбанк-VQCD-642,17-07-2005,14:09:42,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1175.05,безналичный,Брест,Беларусбанк-XDFO-262,04-09-2021,07:09:42,неправильный ввод пин-кода,да,28.39
юр. лицо,списание средств,3174.67,наличный,Брест,БелАгропромбанк-CGLB-963,10-08-2006,17:20:33,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2456.24,безналичный,Минск,Белинвестбанк-PSBS-833,02-01-2003,16:42:25,неправильный ввод пин-кода,да,170.09
юр. лицо,списание средств,1679.31,безналичный,Гродно,Приорбанк-ZSKL-966,17-06-2020,20:25:41,неправильный ввод пин-кода,да,59.79
юр. лицо,списание средств,2191.14,наличный,Витебск,Белинвестбанк-ZMXL-279,06-02-2000,00:34:30,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2416.6,наличный,Минск,МаксБанк-SQDY-816,30-06-2000,11:59:18,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1035.77,наличный,Гродно,БелАгропромбанк-HOZE-125,02-11-2024,12:30:04,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4955.4,безналичный,Могилев,Приорбанк-MMJA-374,10-08-2004,18:16:04,неправильный ввод пин-кода,да,421.93
юр. лицо,списание средств,3132.54,наличный,Витебск,БелАгропромбанк-DZSY-899,22-10-2000,14:01:56,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1242.26,наличный,Брест,МаксБанк-XNCF-034,03-07-2008,20:16:10,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3113.27,безналичный,Брест,Приорбанк-PRYY-787,02-07-2007,07:49:18,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3621.29,наличный,Витебск,Белинвестбанк-AXHU-850,24-02-2008,02:03:57,неправильный ввод пин-кода,да,99.01
физ. лицо,списание средств,3252.27,безналичный,Брест,Беларусбанк-HQQU-919,16-07-2003,14:29:27,неправильный ввод пин-кода,да,62.36
физ. лицо,списание средств,4488.3,безналичный,Гомель,Беларусбанк-SBEW-505,14-08-2008,03:12:30,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3410.51,наличный,Могилев,Белинвестбанк-TPAP-020,23-06-2013,15:59:53,неправильный ввод пин-кода,да,177.47
юр. лицо,списание средств,4583.43,наличный,Могилев,Белинвестбанк-TCUI-563,20-11-2018,19:25:33,неправильный ввод пин-кода,да,52.81
физ. лицо,списание средств,441.87,наличный,Брест,БелАгропромбанк-BCKD-090,27-05-2011,13:31:11,неправильный ввод пин-кода,да,21.36
физ. лицо,списание средств,4566.34,безналичный,Минск,МаксБанк-WSTR-368,13-12-2018,19:05:06,неправильный ввод пин-кода,да,434.12
физ. лицо,списание средств,1696.56,наличный,Минск,БелАгропромбанк-CKFE-044,25-05-2019,21:26:29,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2241.62,безналичный,Витебск,БелАгропромбанк-AHXP-173,01-02-2024,21:16:27,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4969.73,безналичный,Витебск,Приорбанк-CJAN-851,08-04-2000,23:24:09,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4461.4,наличный,Могилев,Беларусбанк-WEVD-550,07-02-2000,16:20:26,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4495.13,безналичный,Витебск,БелАгропромбанк-JPNV-126,19-04-2020,05:16:50,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4816.48,наличный,Минск,Беларусбанк-ALCG-677,20-09-2017,17:43:14,неправильный ввод пин-кода,да,114.89
юр. лицо,списание средств,6.42,безналичный,Минск,БелАгропромбанк-SKQF-744,05-08-2014,13:08:07,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4504.94,безналичный,Витебск,МаксБанк-XXZC-347,15-12-2024,11:49:04,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3892.78,наличный,Гомель,БелАгропромбанк-JGBG-124,08-12-2004,06:55:35,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,110.87,наличный,Гродно,Приорбанк-MCXM-969,09-11-2004,04:00:50,неправильный ввод пин-кода,да,1.93
физ. лицо,списание средств,2675.56,наличный,Гродно,БелАгропромбанк-LSCT-139,06-07-2014,09:17:01,неправильный ввод пин-кода,да,106.47
юр. лицо,списание средств,2406.42,безналичный,Минск,Белинвестбанк-VNBE-924,26-06-2004,02:32:11,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,848.79,наличный,Гомель,МаксБанк-MZWV-672,10-11-2005,09:01:57,неправильный ввод пин-кода,да,78.47
физ. лицо,списание средств,2765.41,наличный,Гродно,Приорбанк-ZRSI-715,13-10-2000,01:50:45,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4820.47,наличный,Брест,Беларусбанк-MMIX-680,21-03-2007,16:49:20,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3519.01,безналичный,Брест,МаксБанк-SEPN-347,24-04-2001,17:12:48,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4071.56,наличный,Могилев,Белинвестбанк-UYQS-703,08-05-2006,06:54:57,неправильный ввод пин-кода,да,65.2
физ. лицо,списание средств,2824.22,наличный,Брест,Беларусбанк-NIGE-002,18-08-2001,07:46:40,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1836.72,безналичный,Витебск,Беларусбанк-LWCZ-074,11-11-2017,01:28:03,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,77.33,безналичный,Витебск,Приорбанк-GZGJ-116,18-01-2017,09:43:08,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4943.81,наличный,Гомель,Беларусбанк-SSTA-874,05-11-2003,19:37:08,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2130.3,наличный,Брест,БелАгропромбанк-XYQM-216,29-07-2022,11:08:39,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4141.9,наличный,Могилев,Приорбанк-VEUG-382,25-05-2023,12:43:18,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,452.15,безналичный,Витебск,Беларусбанк-RHPV-318,05-11-2008,08:15:44,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3569.12,наличный,Минск,МаксБанк-EAZS-892,13-01-2018,06:43:45,неправильный ввод пин-кода,да,155.62
юр. лицо,списание средств,247.69,наличный,Гомель,Беларусбанк-XFMQ-898,06-10-2008,23:09:29,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3864.22,наличный,Могилев,Беларусбанк-LGEX-147,04-06-2001,17:11:17,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1995.88,наличный,Гомель,МаксБанк-GLJN-836,18-04-2018,23:11:11,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2826.51,наличный,Брест,Беларусбанк-EWHY-807,17-08-2011,16:09:09,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3486.27,безналичный,Минск,Приорбанк-DLAZ-912,13-12-2017,13:35:09,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3173.89,наличный,Могилев,МаксБанк-SMRP-279,23-04-2013,12:38:05,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1783.66,безналичный,Витебск,Беларусбанк-PRQU-705,12-09-2008,07:53:12,неправильный ввод пин-кода,да,133.57
юр. лицо,списание средств,2650.71,безналичный,Могилев,БелАгропромбанк-GPKQ-605,19-10-2006,04:29:20,неправильный ввод пин-кода,да,77.72
физ. лицо,списание средств,2934.4,наличный,Могилев,МаксБанк-UOZC-780,09-06-2021,23:04:23,неправильный ввод пин-кода,да,230.55
физ. лицо,списание средств,4308.19,безналичный,Гродно,Беларусбанк-FIUA-721,29-06-2015,11:07:31,неправильный ввод пин-кода,да,178.93
юр. лицо,списание средств,3862.14,наличный,Гродно,Белинвестбанк-KTER-794,21-02-2009,08:39:27,неправильный ввод пин-кода,да,364.92
юр. лицо,списание средств,4268.41,безналичный,Витебск,БелАгропромбанк-AQHQ-819,13-06-2021,03:48:30,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4797.49,безналичный,Гродно,Приорбанк-REXA-592,03-08-2023,02:12:44,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3169.74,безналичный,Гродно,МаксБанк-NFOI-511,22-03-2016,23:45:23,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1563.01,наличный,Брест,Белинвестбанк-PVEB-298,01-05-2022,11:32:57,неправильный ввод пин-кода,да,82.66
физ. лицо,списание средств,3959.15,наличный,Минск,Белинвестбанк-JXRY-593,20-11-2017,01:58:28,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1179.44,наличный,Гродно,БелАгропромбанк-KQPY-288,06-10-2009,03:34:54,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3443.17,наличный,Витебск,Беларусбанк-CQBB-909,26-04-2019,03:32:14,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4534.37,наличный,Витебск,МаксБанк-ADHY-000,24-05-2018,19:24:18,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2547.72,безналичный,Гомель,Белинвестбанк-CRBO-445,02-03-2012,10:11:35,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2030.23,наличный,Могилев,Приорбанк-MYKJ-454,19-07-2021,11:59:02,неправильный ввод пин-кода,да,131.41
юр. лицо,списание средств,110.43,безналичный,Брест,Белинвестбанк-WYCH-340,28-06-2009,20:45:25,неправильный ввод пин-кода,да,9.95
юр. лицо,списание средств,939.19,безналичный,Витебск,Беларусбанк-ZUJB-285,22-07-2000,12:57:04,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,924.85,безналичный,Могилев,Белинвестбанк-TCIA-103,09-10-2010,22:04:14,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1544.02,безналичный,Могилев,Белинвестбанк-VDAA-682,06-05-2024,02:16:59,неправильный ввод пин-кода,да,94.51
физ. лицо,списание средств,127.75,безналичный,Минск,Приорбанк-VVXS-559,04-12-2001,11:52:06,неправильный ввод пин-кода,да,11.01
юр. лицо,списание средств,573.81,безналичный,Гродно,Беларусбанк-AQWC-876,14-07-2008,14:10:20,неправильный ввод пин-кода,да,28.68
физ. лицо,списание средств,4483.29,наличный,Минск,Белинвестбанк-PMEY-906,02-07-2020,20:49:30,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3674.47,безналичный,Гродно,Белинвестбанк-GXEL-914,15-06-2019,13:48:00,неправильный ввод пин-кода,да,244.64
юр. лицо,списание средств,3092.58,наличный,Гомель,БелАгропромбанк-CUTX-820,20-03-2007,10:23:44,неправильный ввод пин-кода,да,107.8
юр. лицо,списание средств,4466.39,безналичный,Гомель,Беларусбанк-TBHR-481,29-09-2009,17:00:16,неправильный ввод пин-кода,да,194.93
юр. лицо,списание средств,3426.2,наличный,Брест,Приорбанк-XHIW-009,18-06-2021,03:25:17,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3124.27,безналичный,Витебск,Приорбанк-TXWG-805,22-02-2024,03:02:24,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2035.61,наличный,Витебск,МаксБанк-ILUI-305,13-03-2006,06:02:45,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2350.72,наличный,Гомель,Беларусбанк-BTBN-987,14-04-2012,06:59:47,неправильный ввод пин-кода,да,213.24
физ. лицо,списание средств,3632.91,безналичный,Минск,Белинвестбанк-HIFA-481,16-08-2016,23:40:11,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4985.8,безналичный,Могилев,Приорбанк-GDDF-256,23-12-2017,20:45:51,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2611.51,наличный,Минск,МаксБанк-SKTB-430,20-10-2012,10:33:46,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1100.21,наличный,Минск,Беларусбанк-NSOP-745,25-01-2009,09:19:13,неправильный ввод пин-кода,да,96.26
юр. лицо,списание средств,2086.3,безналичный,Брест,Белинвестбанк-LFXV-381,27-10-2004,05:53:30,неправильный ввод пин-кода,да,35.01
юр. лицо,списание средств,3671.5,наличный,Минск,Беларусбанк-VVUE-427,22-10-2008,15:55:33,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,402.25,наличный,Могилев,Приорбанк-NHSM-486,24-04-2019,17:17:50,неправильный ввод пин-кода,да,9.56
физ. лицо,списание средств,4821.51,безналичный,Минск,Приорбанк-GWFJ-489,25-04-2000,23:46:46,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1617.12,безналичный,Брест,Приорбанк-CZLV-424,27-05-2013,08:46:10,неправильный ввод пин-кода,да,90.73
юр. лицо,списание средств,3919.23,наличный,Могилев,Беларусбанк-PDDD-287,04-05-2002,18:32:06,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4483.62,безналичный,Гомель,БелАгропромбанк-CSUG-211,22-06-2010,16:44:01,неправильный ввод пин-кода,да,346.34
физ. лицо,списание средств,89.3,наличный,Могилев,Беларусбанк-WVEX-037,29-04-2021,18:55:46,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1851.03,наличный,Витебск,Приорбанк-HKYJ-163,24-08-2022,21:16:06,неправильный ввод пин-кода,да,43.4
юр. лицо,списание средств,2658.19,наличный,Гродно,Приорбанк-ZGDW-694,03-10-2009,15:56:22,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4294.17,безналичный,Гомель,МаксБанк-EWFB-555,30-03-2010,09:15:20,неправильный ввод пин-кода,да,310.53
физ. лицо,списание средств,2339.15,безналичный,Могилев,МаксБанк-RGNP-711,02-07-2001,01:07:50,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2085.39,наличный,Минск,МаксБанк-GQLQ-024,07-02-2001,13:06:49,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,134.86,безналичный,Брест,МаксБанк-GQTD-209,26-08-2007,02:08:01,неправильный ввод пин-кода,да,7.29
физ. лицо,списание средств,3885.88,наличный,Минск,БелАгропромбанк-JZCU-162,09-09-2007,06:08:33,неправильный ввод пин-кода,да,191.92
физ. лицо,списание средств,2577.47,наличный,Гродно,Приорбанк-URDI-501,09-07-2007,19:06:50,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3229.52,безналичный,Могилев,БелАгропромбанк-JLCC-653,08-06-2012,09:20:50,неправильный ввод пин-кода,да,268.85
юр. лицо,списание средств,796.78,наличный,Могилев,БелАгропромбанк-YOUQ-524,22-09-2021,13:24:08,неправильный ввод пин-кода,да,50.72
юр. лицо,списание средств,4575.5,наличный,Минск,Приорбанк-KUUN-534,13-02-2018,16:49:19,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4122.33,наличный,Гомель,Приорбанк-KTSN-368,17-12-2012,20:02:01,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,353.52,наличный,Гродно,Беларусбанк-QBRW-475,12-10-2003,19:27:02,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,681.88,наличный,Гомель,МаксБанк-QPLG-601,16-06-2015,06:51:57,неправильный ввод пин-кода,да,11.31
физ. лицо,списание средств,1328.87,наличный,Минск,Белинвестбанк-HAMH-135,16-10-2010,02:15:27,неправильный ввод пин-кода,да,17.81
юр. лицо,списание средств,2876.76,безналичный,Брест,БелАгропромбанк-POKY-789,03-08-2007,17:06:21,неправильный ввод пин-кода,да,139.0
юр. лицо,списание средств,2828.11,безналичный,Минск,Белинвестбанк-UMOR-968,14-03-2018,21:06:10,неправильный ввод пин-кода,да,220.18
юр. лицо,списание средств,1816.29,наличный,Витебск,Белинвестбанк-GTQT-238,29-12-2022,04:38:01,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,768.81,безналичный,Витебск,Белинвестбанк-NTHM-559,16-10-2014,16:30:52,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2749.26,наличный,Витебск,БелАгропромбанк-LWRH-076,12-04-2011,10:02:41,неправильный ввод пин-кода,да,76.89
физ. лицо,списание средств,443.54,наличный,Гродно,Беларусбанк-TGUS-816,30-05-2004,01:21:30,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4008.24,наличный,Могилев,МаксБанк-MABE-730,24-01-2000,02:30:28,неправильный ввод пин-кода,да,90.4
физ. лицо,списание средств,2647.52,безналичный,Гродно,МаксБанк-GTAH-286,03-06-2001,16:32:13,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3479.91,наличный,Витебск,Белинвестбанк-TDJE-856,27-08-2022,09:00:33,неправильный ввод пин-кода,да,192.95
физ. лицо,списание средств,3507.73,безналичный,Витебск,Приорбанк-QKKR-848,11-12-2008,19:43:31,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,374.98,безналичный,Брест,Приорбанк-SCMH-709,14-11-2006,20:06:07,неправильный ввод пин-кода,да,26.66
юр. лицо,списание средств,4676.44,наличный,Минск,Приорбанк-OBVE-670,31-01-2009,09:07:07,неправильный ввод пин-кода,да,428.52
физ. лицо,списание средств,567.48,наличный,Гродно,Белинвестбанк-CHIQ-389,04-04-2011,00:29:26,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4640.71,наличный,Витебск,Приорбанк-CMGY-444,29-03-2008,15:40:14,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1975.33,наличный,Могилев,Беларусбанк-WAHL-196,21-03-2006,18:10:16,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3394.58,наличный,Брест,Белинвестбанк-KHUV-357,08-02-2014,11:21:09,неправильный ввод пин-кода,да,186.67
юр. лицо,списание средств,2292.78,безналичный,Минск,МаксБанк-XNKJ-468,01-11-2019,16:12:32,неправильный ввод пин-кода,да,123.86
юр. лицо,списание средств,920.34,наличный,Гомель,Приорбанк-TVQS-224,19-08-2006,15:55:40,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3571.51,безналичный,Гомель,БелАгропромбанк-BQDX-018,07-08-2018,12:27:19,неправильный ввод пин-кода,да,322.65
юр. лицо,списание средств,3544.93,безналичный,Витебск,Беларусбанк-ESHI-369,18-03-2010,05:03:02,неправильный ввод пин-кода,да,317.65
юр. лицо,списание средств,2997.42,наличный,Брест,БелАгропромбанк-WDBE-375,17-06-2022,06:27:19,неправильный ввод пин-кода,да,142.74
юр. лицо,списание средств,2707.48,безналичный,Витебск,Беларусбанк-GKBV-109,19-02-2008,23:44:23,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1223.51,наличный,Могилев,Белинвестбанк-SVJD-883,23-03-2016,16:42:03,неправильный ввод пин-кода,да,99.19
физ. лицо,списание средств,2925.12,наличный,Минск,Беларусбанк-XJOY-096,05-06-2006,06:36:29,неправильный ввод пин-кода,да,266.61
физ. лицо,списание средств,1379.23,наличный,Гродно,Приорбанк-BZBT-085,22-06-2009,14:25:50,неправильный ввод пин-кода,да,37.45
юр. лицо,списание средств,1661.05,безналичный,Гродно,Белинвестбанк-OXAX-559,05-11-2022,17:59:42,неправильный ввод пин-кода,да,98.93
юр. лицо,списание средств,2697.88,наличный,Брест,Приорбанк-MIJE-349,10-06-2007,04:40:44,неправильный ввод пин-кода,да,224.26
юр. лицо,списание средств,661.58,наличный,Брест,БелАгропромбанк-OQEH-553,13-03-2004,19:05:01,неправильный ввод пин-кода,да,11.49
юр. лицо,списание средств,1999.93,безналичный,Минск,МаксБанк-TPED-228,13-10-2014,01:13:17,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1467.61,безналичный,Витебск,Приорбанк-IRAP-352,19-10-2001,21:44:46,неправильный ввод пин-кода,да,80.11
физ. лицо,списание средств,4863.77,наличный,Могилев,БелАгропромбанк-FCND-137,07-05-2003,10:20:46,неправильный ввод пин-кода,да,134.62
юр. лицо,списание средств,4840.37,наличный,Гродно,Беларусбанк-UHLN-821,25-02-2002,20:09:32,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1311.42,наличный,Гродно,МаксБанк-TVOQ-018,19-09-2013,15:00:21,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4248.61,безналичный,Гомель,Приорбанк-NDJS-110,08-01-2007,07:40:18,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2976.06,наличный,Витебск,Приорбанк-INGL-345,14-06-2022,09:23:27,неправильный ввод пин-кода,да,190.24
юр. лицо,списание средств,4123.8,наличный,Гродно,Белинвестбанк-YFFK-485,14-02-2005,18:44:36,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4971.98,безналичный,Гродно,Приорбанк-UCTT-119,03-10-2003,01:56:52,неправильный ввод пин-кода,да,181.68
юр. лицо,списание средств,916.95,безналичный,Витебск,БелАгропромбанк-TGUR-311,03-09-2003,22:33:46,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3351.41,наличный,Витебск,Беларусбанк-CIXZ-987,03-06-2022,17:29:20,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2358.8,безналичный,Могилев,Беларусбанк-DFJF-766,04-10-2013,12:58:59,неправильный ввод пин-кода,да,111.92
юр. лицо,списание средств,2426.85,наличный,Витебск,Белинвестбанк-AQPA-502,30-05-2018,03:42:36,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2018.57,безналичный,Гомель,Приорбанк-DFJY-137,09-10-2008,05:18:42,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3435.51,безналичный,Могилев,Приорбанк-CFLH-369,12-05-2009,21:04:15,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4807.43,безналичный,Витебск,Белинвестбанк-ITGM-070,07-02-2012,07:16:49,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,619.05,безналичный,Минск,Приорбанк-TRDW-372,17-02-2008,14:33:28,неправильный ввод пин-кода,да,28.59
юр. лицо,списание средств,3584.09,наличный,Гомель,Приорбанк-INSS-729,26-08-2006,18:29:17,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4916.26,безналичный,Гродно,Беларусбанк-QQWH-393,23-12-2019,16:32:47,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,3945.03,наличный,Минск,БелАгропромбанк-FXHG-281,13-03-2007,01:54:14,неправильный ввод пин-кода,да,234.99
физ. лицо,списание средств,4015.33,безналичный,Гомель,Белинвестбанк-LRYK-091,31-03-2000,15:11:37,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,885.32,наличный,Могилев,МаксБанк-CKDO-248,23-11-2006,14:29:44,неправильный ввод пин-кода,да,62.95
физ. лицо,списание средств,2110.92,наличный,Могилев,Приорбанк-TVFM-602,12-01-2015,10:43:44,неправильный ввод пин-кода,да,203.36
юр. лицо,списание средств,3819.4,безналичный,Витебск,Приорбанк-UWLR-894,10-08-2011,05:41:17,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4915.37,наличный,Брест,Приорбанк-OVPR-058,02-03-2005,16:32:06,неправильный ввод пин-кода,да,119.09
физ. лицо,списание средств,4115.53,наличный,Могилев,МаксБанк-YRTJ-993,04-09-2000,09:15:27,неправильный ввод пин-кода,да,385.36
юр. лицо,списание средств,4056.64,безналичный,Брест,Приорбанк-MDKJ-713,04-08-2005,21:03:08,неправильный ввод пин-кода,да,229.52
физ. лицо,списание средств,2213.25,безналичный,Гомель,Приорбанк-BIIP-656,17-11-2016,09:50:51,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1386.91,наличный,Витебск,БелАгропромбанк-FBGX-657,17-03-2008,21:44:19,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,862.59,безналичный,Могилев,БелАгропромбанк-RTJO-460,19-12-2021,14:21:15,неправильный ввод пин-кода,да,52.69
юр. лицо,списание средств,4490.83,безналичный,Брест,Беларусбанк-QEQO-730,25-06-2002,19:00:30,неправильный ввод пин-кода,да,174.11
физ. лицо,списание средств,2225.19,наличный,Могилев,БелАгропромбанк-OTRN-592,24-07-2003,21:50:09,неправильный ввод пин-кода,да,134.16
юр. лицо,списание средств,1581.84,безналичный,Витебск,БелАгропромбанк-IWDE-977,05-11-2011,05:21:45,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1645.76,наличный,Гродно,Беларусбанк-NXQQ-870,22-07-2014,22:18:43,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4317.9,безналичный,Брест,Беларусбанк-VMER-536,21-06-2013,00:16:04,неправильный ввод пин-кода,да,173.21
юр. лицо,списание средств,1128.94,безналичный,Минск,Приорбанк-SPEU-734,06-11-2005,20:11:14,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1698.76,наличный,Могилев,БелАгропромбанк-NPPT-544,07-02-2024,02:59:09,неправильный ввод пин-кода,да,111.05
физ. лицо,списание средств,3892.14,наличный,Минск,БелАгропромбанк-POVY-347,26-03-2000,05:08:13,неправильный ввод пин-кода,да,65.71
юр. лицо,списание средств,389.65,безналичный,Могилев,МаксБанк-JEVN-664,05-05-2010,18:52:42,неправильный ввод пин-кода,да,31.03
физ. лицо,списание средств,1549.72,безналичный,Брест,Беларусбанк-IDBS-598,20-02-2011,20:14:53,неправильный ввод пин-кода,да,124.58
